business_name,category,city,contact_page_url,geography_tag,has_contact_page,has_email,has_phone,job_state,last_attempt_at,niche_tag,normalized_domain,notes,pipeline_stage,public_business_email,public_phone,retry_count,source_platform,source_url,state,website,record_status,failure_reasons,quality_score,has_valid_phone,has_valid_email,domain_status
Roofing Company,roofing contractor,El Paso,https://mountainstarroofing.com/contact-us,el-paso-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593876+00:00,roofing,mountainstarroofing.com,"Rebuilt from first successful public-web discovery pass for El Paso, Texas; refreshed directly from official site where reachable.",enriched,info@mountainstarroofing.com,(915) 881-4446,0,public_business_site,https://mountainstarroofing.com/,TX,https://mountainstarroofing.com/,pass,,100,true,true,valid_business_site
"Roofing Services, Roof Installation",roofing contractor,El Paso,https://rhinoroofingep.com/contact-us/,el-paso-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593878+00:00,roofing,rhinoroofingep.com,"Rebuilt from first successful public-web discovery pass for El Paso, Texas; refreshed directly from official site where reachable.",enriched,915.rhino.roofing@gmail.com,(915) 275-5120,0,public_business_site,https://rhinoroofingep.com/,TX,https://rhinoroofingep.com/,pass,,100,true,true,valid_business_site
Residential and,roofing contractor,Arlington,https://www.legacyroofinggc.com/contact,arlington-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593886+00:00,roofing,legacyroofinggc.com,"Rebuilt from first successful public-web discovery pass for Arlington, Texas; refreshed directly from official site where reachable.",enriched,info@legacyroofinggc.com,(972) 362-6521,0,public_business_site,https://legacyroofinggc.com/,TX,https://www.legacyroofinggc.com/,pass,,100,true,true,valid_business_site
Arlington Roofing Companies In Arlington TX 817-265-5520,roofing contractor,Arlington,https://johnwaderoofing.com/contact/,arlington-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593888+00:00,roofing,johnwaderoofing.com,"Rebuilt from first successful public-web discovery pass for Arlington, Texas; refreshed directly from official site where reachable.",enriched,john@johnwaderoofing.com,(817) 265-5520,0,public_business_site,https://johnwaderoofing.com/,TX,https://johnwaderoofing.com/,pass,,100,true,true,valid_business_site
Parker County,roofing contractor,Arlington,https://lonestarroofingandrestoration.com/contact/,arlington-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593892+00:00,roofing,lonestarroofingandrestoration.com,"Rebuilt from first successful public-web discovery pass for Arlington, Texas; refreshed directly from official site where reachable.",enriched,office@lonestarrandr.com,(682) 302-0707,0,public_business_site,https://lonestarroofingandrestoration.com/,TX,https://lonestarroofingandrestoration.com/,pass,,100,true,true,valid_business_site
Licensed Roofer,roofing contractor,Arlington,https://trinityroofingconstruction.com/contact-us/,arlington-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593894+00:00,roofing,trinityroofingconstruction.com,"Rebuilt from first successful public-web discovery pass for Arlington, Texas; refreshed directly from official site where reachable.",enriched,info@trinityroofingconstruction.com,(866) 465-9530,0,public_business_site,https://trinityroofingconstruction.com/,TX,https://trinityroofingconstruction.com/,pass,,100,true,true,valid_business_site
Home,roofing contractor,Arlington,https://jonwrightindustries.com/Contact-Us,arlington-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593899+00:00,roofing,jonwrightindustries.com,"Rebuilt from first successful public-web discovery pass for Arlington, Texas; refreshed directly from official site where reachable.",enriched,estimates@jonwrightindustries.com,(972) 251-1818,0,public_business_site,https://jonwrightindustries.com/,TX,https://jonwrightindustries.com/,pass,,100,true,true,valid_business_site
Quality Tops Roofing,roofing contractor,Arlington,https://qualitytopsroofing.com/contact,arlington-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593901+00:00,roofing,qualitytopsroofing.com,"Rebuilt from first successful public-web discovery pass for Arlington, Texas; refreshed directly from official site where reachable.",enriched,info@qualitytopsroofing.com,(817) 469-8677,0,public_business_site,https://qualitytopsroofing.com/,TX,https://qualitytopsroofing.com/,pass,,100,true,true,valid_business_site
Jenkins Roofing,roofing contractor,Arlington,https://jenkinsroofing.com/contact/,arlington-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593903+00:00,roofing,jenkinsroofing.com,"Rebuilt from first successful public-web discovery pass for Arlington, Texas; refreshed directly from official site where reachable.",enriched,info@jenkinsroofing.com,(817) 886-6710,0,public_business_site,https://jenkinsroofing.com/,TX,https://jenkinsroofing.com/,pass,,100,true,true,valid_business_site
Home,roofing contractor,Corpus Christi,https://buffaloroofingandexteriors.com/contact/,corpus-christi-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593909+00:00,roofing,buffaloroofingandexteriors.com,"Rebuilt from first successful public-web discovery pass for Corpus Christi, Texas; refreshed directly from official site where reachable.",enriched,buffaloroofingandexteriors@gmail.com,(361) 291-4991,0,public_business_site,https://buffaloroofingandexteriors.com/,TX,https://buffaloroofingandexteriors.com/,pass,,100,true,true,valid_business_site
Expert,roofing contractor,Corpus Christi,https://bramirezroofing.com/Contact-Us,corpus-christi-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593910+00:00,roofing,bramirezroofing.com,"Rebuilt from first successful public-web discovery pass for Corpus Christi, Texas; refreshed directly from official site where reachable.",enriched,info@bramirezroofing.com,(361) 688-9086,0,public_business_site,https://bramirezroofing.com/,TX,https://bramirezroofing.com/,pass,,100,true,true,valid_business_site
Roofing Contractors in Texas,roofing contractor,Corpus Christi,https://phillipsroof.com/contact-us/,corpus-christi-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593912+00:00,roofing,phillipsroof.com,"Rebuilt from first successful public-web discovery pass for Corpus Christi, Texas; refreshed directly from official site where reachable.",enriched,jeremy@phillipsroof.com,(361) 815-3866,0,public_business_site,https://phillipsroof.com/,TX,https://phillipsroof.com/,pass,,100,true,true,valid_business_site
Home,roofing contractor,Corpus Christi,https://www.josephmill.com/contact/,corpus-christi-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593913+00:00,roofing,josephmill.com,"Rebuilt from first successful public-web discovery pass for Corpus Christi, Texas; refreshed directly from official site where reachable.",enriched,cs23@josephmill.com,(225) 500-1444,0,public_business_site,https://josephmill.com/,TX,https://www.josephmill.com/,pass,,100,true,true,valid_business_site
Home,roofing contractor,Corpus Christi,https://berrymanroof.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.5,corpus-christi-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593914+00:00,roofing,berrymanroof.com,"Rebuilt from first successful public-web discovery pass for Corpus Christi, Texas; refreshed directly from official site where reachable.",enriched,support@berrymanroof.com,(361) 994-0342,0,public_business_site,https://berrymanroof.com/,TX,https://berrymanroof.com/,pass,,100,true,true,valid_business_site
Roofing Company,roofing contractor,Corpus Christi,https://www.gillroofingcoinc.com/free-roof-estimates,corpus-christi-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593919+00:00,roofing,gillroofingcoinc.com,"Rebuilt from first successful public-web discovery pass for Corpus Christi, Texas; refreshed directly from official site where reachable.",enriched,darlene@gillroofingcoinc.com,(361) 882-8862,0,public_business_site,https://gillroofingcoinc.com/,TX,https://www.gillroofingcoinc.com/,pass,,100,true,true,valid_business_site
ALLEYCAT ROOFING,roofing contractor,Corpus Christi,https://alleycatroofing.com/contact/,corpus-christi-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593920+00:00,roofing,alleycatroofing.com,"Rebuilt from first successful public-web discovery pass for Corpus Christi, Texas; refreshed directly from official site where reachable.",enriched,info@alleycatroofing.com,(361) 290-7055,0,public_business_site,https://alleycatroofing.com/,TX,https://alleycatroofing.com/,pass,,100,true,true,valid_business_site
Triumph Roofing,roofing contractor,Plano,https://www.triumphroofing.net/contact-us,plano-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593925+00:00,roofing,triumphroofing.net,"Rebuilt from first successful public-web discovery pass for Plano, Texas; refreshed directly from official site where reachable.",enriched,info@triumphroofing.net,(972) 332-1766,0,public_business_site,https://triumphroofing.net/,TX,https://www.triumphroofing.net/,pass,,100,true,true,valid_business_site
Trusted,roofing contractor,Plano,https://infiniteroofing.com/contact-us/,plano-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593929+00:00,roofing,infiniteroofing.com,"Rebuilt from first successful public-web discovery pass for Plano, Texas; refreshed directly from official site where reachable.",enriched,inquiries@infiniteroofinggcllc.com,(469) 300-5400,0,public_business_site,https://infiniteroofing.com/,TX,https://infiniteroofing.com/,pass,,100,true,true,valid_business_site
Commercial Roofing Contractor In,roofing contractor,Plano,http://gmroofingservices.com/contact/,plano-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593931+00:00,roofing,gmroofingservices.com,"Rebuilt from first successful public-web discovery pass for Plano, Texas; refreshed directly from official site where reachable.",enriched,info@gmroofingservices.com,(214) 838-7506,0,public_business_site,https://gmroofingservices.com/,TX,https://gmroofingservices.com/,pass,,100,true,true,valid_business_site
Plano TX,roofing contractor,Plano,https://greenleaf-roofing.com/contact/,plano-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593933+00:00,roofing,greenleaf-roofing.com,"Rebuilt from first successful public-web discovery pass for Plano, Texas; refreshed directly from official site where reachable.",enriched,info@greenleaf-roofing.com,(972) 379-9109,0,public_business_site,https://greenleaf-roofing.com/,TX,https://greenleaf-roofing.com/,pass,,100,true,true,valid_business_site
Roofing Contractor,roofing contractor,Plano,https://3kingsroofing.com/contact-us/,plano-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593937+00:00,roofing,3kingsroofing.com,"Rebuilt from first successful public-web discovery pass for Plano, Texas; refreshed directly from official site where reachable.",enriched,dustin@3kingsroofing.com,(833) 314-7663,0,public_business_site,https://3kingsroofing.com/,TX,https://3kingsroofing.com/,pass,,100,true,true,valid_business_site
Home,roofing contractor,Plano,https://roofscapesdfw.com/contact-us/,plano-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593942+00:00,roofing,roofscapesdfw.com,"Rebuilt from first successful public-web discovery pass for Plano, Texas; refreshed directly from official site where reachable.",enriched,roofscapesdfw@gmail.com,(972) 333-8872,0,public_business_site,https://roofscapesdfw.com/,TX,https://roofscapesdfw.com/,pass,,100,true,true,valid_business_site
Results Roofing,roofing contractor,Plano,https://resultsroofing.com/contact/,plano-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593945+00:00,roofing,resultsroofing.com,"Rebuilt from first successful public-web discovery pass for Plano, Texas; refreshed directly from official site where reachable.",enriched,info@resultsroofing.com,(214) 301-5533,0,public_business_site,https://resultsroofing.com/,TX,https://resultsroofing.com/,pass,,100,true,true,valid_business_site
Lubbock,roofing contractor,Lubbock,https://kincaidroofing.com/contact-us/,lubbock-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593951+00:00,roofing,kincaidroofing.com,"Rebuilt from first successful public-web discovery pass for Lubbock, Texas; refreshed directly from official site where reachable.",enriched,contact@kincaidroofing.com,(167) 476-1495,0,public_business_site,https://kincaidroofing.com/,TX,https://kincaidroofing.com/,pass,,100,true,true,valid_business_site
Candor Construct & Roofing,roofing contractor,Lubbock,https://www.candorconstructandroofing.com/contact-us,lubbock-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593952+00:00,roofing,candorconstructandroofing.com,"Rebuilt from first successful public-web discovery pass for Lubbock, Texas; refreshed directly from official site where reachable.",enriched,contact@candorconstruct.com,(833) 522-6367,0,public_business_site,https://candorconstructandroofing.com/,TX,https://www.candorconstructandroofing.com/,pass,,100,true,true,valid_business_site
RoofClaim,roofing contractor,Lubbock,https://roofclaim.com/contact/,lubbock-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593955+00:00,roofing,roofclaim.com,"Rebuilt from first successful public-web discovery pass for Lubbock, Texas; refreshed directly from official site where reachable.",enriched,media@roofclaim.com,(770) 999-0095,0,public_business_site,https://roofclaim.com/,TX,https://roofclaim.com/,pass,,100,true,true,valid_business_site
Forster Construction,roofing contractor,Lubbock,https://forsterconstruction.com/contact-us/,lubbock-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593956+00:00,roofing,forsterconstruction.com,"Rebuilt from first successful public-web discovery pass for Lubbock, Texas; refreshed directly from official site where reachable.",enriched,forsterconstruction@hotmail.com,(806) 794-5600,0,public_business_site,https://forsterconstruction.com/,TX,https://forsterconstruction.com/,pass,,100,true,true,valid_business_site
Roofing Repair and,roofing contractor,Lubbock,https://nobleroofteam.com/contact,lubbock-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593957+00:00,roofing,nobleroofteam.com,"Rebuilt from first successful public-web discovery pass for Lubbock, Texas; refreshed directly from official site where reachable.",enriched,contact@nobleroofteam.com,(888) 419-8670,0,public_business_site,https://nobleroofteam.com/,TX,https://nobleroofteam.com/,pass,,100,true,true,valid_business_site
Roofing Contractor Dallas TX,roofing contractor,Lubbock,https://roofexperts.com/contact-us/,lubbock-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593962+00:00,roofing,roofexperts.com,"Rebuilt from first successful public-web discovery pass for Lubbock, Texas; refreshed directly from official site where reachable.",enriched,info@roofexperts.com,(469) 936-7663,0,public_business_site,https://roofexperts.com/,TX,https://roofexperts.com/,pass,,100,true,true,valid_business_site
Plains Roofing,roofing contractor,Lubbock,https://plainsroofing.com/contact,lubbock-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593965+00:00,roofing,plainsroofing.com,"Rebuilt from first successful public-web discovery pass for Lubbock, Texas; refreshed directly from official site where reachable.",enriched,plainsroofing@gmail.com,(806) 748-0702,0,public_business_site,https://plainsroofing.com/,TX,https://plainsroofing.com/,pass,,100,true,true,valid_business_site
Roof Repairs,roofing contractor,Laredo,http://pineranchroofing.com/contact-us,laredo-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594038+00:00,roofing,pineranchroofing.com,"Rebuilt from first successful public-web discovery pass for Laredo, Texas; refreshed directly from official site where reachable.",enriched,info@pineranchroofing.com,(832) 985-8158,0,public_business_site,https://pineranchroofing.com/,TX,https://pineranchroofing.com/,pass,,100,true,true,valid_business_site
Irving,roofing contractor,Irving,https://irvingroofingpro.com/contact-us/,irving-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594061+00:00,roofing,irvingroofingpro.com,"Rebuilt from first successful public-web discovery pass for Irving, Texas; refreshed directly from official site where reachable.",enriched,contact@dfwroofingpro.com,(972) 979-1070,0,public_business_site,https://irvingroofingpro.com/,TX,https://irvingroofingpro.com/,pass,,100,true,true,valid_business_site
Roofing Contractors in CA & Texas,roofing contractor,Irving,https://newhausroofing.com/free-estimate,irving-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594062+00:00,roofing,newhausroofing.com,"Rebuilt from first successful public-web discovery pass for Irving, Texas; refreshed directly from official site where reachable.",enriched,info@newhausroofing.com,(747) 335-5704,0,public_business_site,https://newhausroofing.com/,TX,https://newhausroofing.com/,pass,,100,true,true,valid_business_site
Home Old Pro Roofing,roofing contractor,Irving,https://oldproroofing.com/contact-us/,irving-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594067+00:00,roofing,oldproroofing.com,"Rebuilt from first successful public-web discovery pass for Irving, Texas; refreshed directly from official site where reachable.",enriched,info@oldproroofing.com,(817) 929-7663,0,public_business_site,https://oldproroofing.com/,TX,https://oldproroofing.com/,pass,,100,true,true,valid_business_site
Caldwell Exteriors,roofing contractor,Irving,https://caldwellexterior.com/contact-us,irving-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594068+00:00,roofing,caldwellexterior.com,"Rebuilt from first successful public-web discovery pass for Irving, Texas; refreshed directly from official site where reachable.",enriched,office@caldwellexterior.com,(877) 433-9766,0,public_business_site,https://caldwellexterior.com/,TX,https://caldwellexterior.com/,pass,,100,true,true,valid_business_site
#1 Roofing Grapevine TX Company,roofing contractor,Irving,https://callkangaroofdfw.com/contact,irving-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594070+00:00,roofing,callkangaroofdfw.com,"Rebuilt from first successful public-web discovery pass for Irving, Texas; refreshed directly from official site where reachable.",enriched,info@callkangaroof.com,(214) 790-7663,0,public_business_site,https://callkangaroofdfw.com/,TX,https://callkangaroofdfw.com/,pass,,100,true,true,valid_business_site
Home,roofing contractor,Irving,https://dfwexpertroofrepair.com/contact/,irving-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594073+00:00,roofing,dfwexpertroofrepair.com,"Rebuilt from first successful public-web discovery pass for Irving, Texas; refreshed directly from official site where reachable.",enriched,dfwexpertroofrepair@gmail.com,(972) 838-1977,0,public_business_site,https://dfwexpertroofrepair.com/,TX,https://dfwexpertroofrepair.com/,pass,,100,true,true,valid_business_site
Commercial Flat Roofing of Dallas,roofing contractor,Irving,https://commercialflatroofingofdallas.com/contact/,irving-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594077+00:00,roofing,commercialflatroofingofdallas.com,"Rebuilt from first successful public-web discovery pass for Irving, Texas; refreshed directly from official site where reachable.",enriched,info@commercialflatroofingofdallas.com,(214) 336-7242,0,public_business_site,https://commercialflatroofingofdallas.com/,TX,https://commercialflatroofingofdallas.com/,pass,,100,true,true,valid_business_site
Top Roofing Experts in Texas,roofing contractor,Irving,https://www.911exteriors.com/contact/,irving-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594079+00:00,roofing,911exteriors.com,"Rebuilt from first successful public-web discovery pass for Irving, Texas; refreshed directly from official site where reachable.",enriched,ash@911exteriors.com,(972) 243-6700,0,public_business_site,https://911exteriors.com/,TX,https://www.911exteriors.com/,pass,,100,true,true,valid_business_site
Clutch Roofing Performance,roofing contractor,Garland,https://clutchroof.com/contact/,garland-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594088+00:00,roofing,clutchroof.com,"Rebuilt from first successful public-web discovery pass for Garland, Texas; refreshed directly from official site where reachable.",enriched,info@clutchroof.com,(214) 949-3966,0,public_business_site,https://clutchroof.com/,TX,https://clutchroof.com/,pass,,100,true,true,valid_business_site
Home,roofing contractor,Garland,https://bigdroofing.com/contact-us/,garland-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594089+00:00,roofing,bigdroofing.com,"Rebuilt from first successful public-web discovery pass for Garland, Texas; refreshed directly from official site where reachable.",enriched,bigdroofingco@gmail.com,(972) 495-8000,0,public_business_site,https://bigdroofing.com/,TX,https://bigdroofing.com/,pass,,100,true,true,valid_business_site
Emery Construction: Dallas,roofing contractor,Garland,https://emeryroofing.com/contact-us/,garland-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594092+00:00,roofing,emeryroofing.com,"Rebuilt from first successful public-web discovery pass for Garland, Texas; refreshed directly from official site where reachable.",enriched,info@emeryroofing.com,(940) 642-7070,0,public_business_site,https://emeryroofing.com/,TX,https://emeryroofing.com/,pass,,100,true,true,valid_business_site
Excellent Building Solutions,roofing contractor,Garland,https://jprconstructioninc.com/contact/,garland-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594095+00:00,roofing,jprconstructioninc.com,"Rebuilt from first successful public-web discovery pass for Garland, Texas; refreshed directly from official site where reachable.",enriched,contact@jprconstructioninc.com,(972) 278-0668,0,public_business_site,https://jprconstructioninc.com/,TX,https://jprconstructioninc.com/,pass,,100,true,true,valid_business_site
Garland,roofing contractor,Garland,https://garlandcommercialroofing.net/contact/,garland-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594097+00:00,roofing,garlandcommercialroofing.net,"Rebuilt from first successful public-web discovery pass for Garland, Texas; refreshed directly from official site where reachable.",enriched,info@garlandcommercialroofing.net,(945) 212-7985,0,public_business_site,https://garlandcommercialroofing.net/,TX,https://garlandcommercialroofing.net/,pass,,100,true,true,valid_business_site
DFW Roofing Pro,roofing contractor,Garland,https://dfwroofingpro.com/contact-us/,garland-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594104+00:00,roofing,dfwroofingpro.com,"Rebuilt from first successful public-web discovery pass for Garland, Texas; refreshed directly from official site where reachable.",enriched,contact@dfwroofingpro.com,(972) 979-1070,0,public_business_site,https://dfwroofingpro.com/,TX,https://dfwroofingpro.com/,pass,,100,true,true,valid_business_site
Roofing Services,roofing contractor,Amarillo,https://www.xitroofingandconstruction.com/contact/,amarillo-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594110+00:00,roofing,xitroofingandconstruction.com,"Rebuilt from first successful public-web discovery pass for Amarillo, Texas; refreshed directly from official site where reachable.",enriched,info@xitroofingandconstruction.com,(806) 477-9919,0,public_business_site,https://xitroofingandconstruction.com/,TX,https://www.xitroofingandconstruction.com/,pass,,100,true,true,valid_business_site
Roofers in,roofing contractor,Amarillo,http://www.roofspotters.com/contact/,amarillo-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594112+00:00,roofing,roofspotters.com,"Rebuilt from first successful public-web discovery pass for Amarillo, Texas; refreshed directly from official site where reachable.",enriched,roofspotters@gmail.com,(806) 372-4149,0,public_business_site,https://roofspotters.com/,TX,https://www.roofspotters.com/,pass,,100,true,true,valid_business_site
ECG Commercial,roofing contractor,Amarillo,https://www.excelcg.com/about/contact/,amarillo-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594114+00:00,roofing,excelcg.com,"Rebuilt from first successful public-web discovery pass for Amarillo, Texas; refreshed directly from official site where reachable.",enriched,info@excelcg.com,(833) 324-2699,0,public_business_site,https://excelcg.com/,TX,https://www.excelcg.com/,pass,,100,true,true,valid_business_site
Roofing and Remodeling Experts in,roofing contractor,Amarillo,https://theroofgurus.com/contact/,amarillo-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594116+00:00,roofing,theroofgurus.com,"Rebuilt from first successful public-web discovery pass for Amarillo, Texas; refreshed directly from official site where reachable.",enriched,pedro@theroofgurus.com,(806) 203-0974,0,public_business_site,https://theroofgurus.com/,TX,https://theroofgurus.com/,pass,,100,true,true,valid_business_site
Morales Roofing,roofing contractor,Amarillo,https://www.moralesroofingamarillo.com/contact,amarillo-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594118+00:00,roofing,moralesroofingamarillo.com,"Rebuilt from first successful public-web discovery pass for Amarillo, Texas; refreshed directly from official site where reachable.",enriched,moralesroofingtexas@gmail.com,(806) 626-7578,0,public_business_site,https://moralesroofingamarillo.com/,TX,https://www.moralesroofingamarillo.com/,pass,,100,true,true,valid_business_site
Amarillo,roofing contractor,Amarillo,https://tascosaroofing.com/contact-us/,amarillo-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594125+00:00,roofing,tascosaroofing.com,"Rebuilt from first successful public-web discovery pass for Amarillo, Texas; refreshed directly from official site where reachable.",enriched,tascosaroofing@gmail.com,(806) 454-9277,0,public_business_site,https://tascosaroofing.com/,TX,https://tascosaroofing.com/,pass,,100,true,true,valid_business_site
Hathaway Roofing & Construction I Home,roofing contractor,Amarillo,https://www.hathawayroofing.com/contact,amarillo-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594127+00:00,roofing,hathawayroofing.com,"Rebuilt from first successful public-web discovery pass for Amarillo, Texas; refreshed directly from official site where reachable.",enriched,tharen@hathawayroofing.com,(806) 223-5376,0,public_business_site,https://hathawayroofing.com/,TX,https://www.hathawayroofing.com/,pass,,100,true,true,valid_business_site
Redladderroofing,roofing contractor,Grand Prairie,https://www.redladderroofing.com/firefighter-owned/contact-us/,grand-prairie-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594131+00:00,roofing,redladderroofing.com,"Rebuilt from first successful public-web discovery pass for Grand Prairie, Texas; refreshed directly from official site where reachable.",enriched,office@redladderroofing.com,(940) 736-8577,0,public_business_site,https://redladderroofing.com/,TX,https://www.redladderroofing.com/,pass,,100,true,true,valid_business_site
Birdcreek Roofing,roofing contractor,Grand Prairie,https://www.birdcreekroofing.com/contact,grand-prairie-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594133+00:00,roofing,birdcreekroofing.com,"Rebuilt from first successful public-web discovery pass for Grand Prairie, Texas; refreshed directly from official site where reachable.",enriched,admin@birdcreekroofing.com,(800) 693-6041,0,public_business_site,https://birdcreekroofing.com/,TX,https://www.birdcreekroofing.com/,pass,,100,true,true,valid_business_site
Ahlers Roofing and Construction,roofing contractor,Grand Prairie,https://ahlersroofing.com/contact-ahlers-roofing,grand-prairie-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594136+00:00,roofing,ahlersroofing.com,"Rebuilt from first successful public-web discovery pass for Grand Prairie, Texas; refreshed directly from official site where reachable.",enriched,info@ahlersroofing.com,(214) 214-7663,0,public_business_site,https://ahlersroofing.com/,TX,https://ahlersroofing.com/,pass,,100,true,true,valid_business_site
Residential &,roofing contractor,Grand Prairie,https://www.roofingdalco.com/contact-us/,grand-prairie-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594138+00:00,roofing,roofingdalco.com,"Rebuilt from first successful public-web discovery pass for Grand Prairie, Texas; refreshed directly from official site where reachable.",enriched,brook@roofingdalco.com,(214) 632-7177,0,public_business_site,https://roofingdalco.com/,TX,https://www.roofingdalco.com/,pass,,100,true,true,valid_business_site
Dallas,roofing contractor,Grand Prairie,https://www.westroofingdallas.com/contact-our-dallas-roofers.html,grand-prairie-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594139+00:00,roofing,westroofingdallas.com,"Rebuilt from first successful public-web discovery pass for Grand Prairie, Texas; refreshed directly from official site where reachable.",enriched,vhalusek@westroofingdallas.com,(972) 869-2655,0,public_business_site,https://westroofingdallas.com/,TX,https://westroofingdallas.com/,pass,,100,true,true,valid_business_site
Vertical Solutions Roofing,roofing contractor,Grand Prairie,https://verticalsolutionsroofing.com/contact/,grand-prairie-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594140+00:00,roofing,verticalsolutionsroofing.com,"Rebuilt from first successful public-web discovery pass for Grand Prairie, Texas; refreshed directly from official site where reachable.",enriched,admin@verticalsolutionsroofing.com,(214) 706-2749,0,public_business_site,https://verticalsolutionsroofing.com/,TX,https://verticalsolutionsroofing.com/,pass,,100,true,true,valid_business_site
"Roofer in Colleyville, TX",roofing contractor,Grand Prairie,https://kmservicepro.com/contact/,grand-prairie-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594143+00:00,roofing,kmservicepro.com,"Rebuilt from first successful public-web discovery pass for Grand Prairie, Texas; refreshed directly from official site where reachable.",enriched,office@kmservicepro.com,(817) 918-3940,0,public_business_site,https://kmservicepro.com/,TX,https://kmservicepro.com/,pass,,100,true,true,valid_business_site
High Bar Roofing Haslet,roofing contractor,Grand Prairie,https://www.highbarroofing.com/contact-us,grand-prairie-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594145+00:00,roofing,highbarroofing.com,"Rebuilt from first successful public-web discovery pass for Grand Prairie, Texas; refreshed directly from official site where reachable.",enriched,calvin@highbarroofing.com,(817) 925-6737,0,public_business_site,https://highbarroofing.com/,TX,https://www.highbarroofing.com/,pass,,100,true,true,valid_business_site
"Metal Roofing, Metal Shingles, Standing Seam Metal Roofing",roofing contractor,Grand Prairie,https://www.superoof.com/contact/,grand-prairie-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594146+00:00,roofing,superoof.com,"Rebuilt from first successful public-web discovery pass for Grand Prairie, Texas; refreshed directly from official site where reachable.",enriched,info@superoof.com,(817) 268-1500,0,public_business_site,https://superoof.com/,TX,https://www.superoof.com/,pass,,100,true,true,valid_business_site
"Roofing Experts, Contractors & Services in Texas",roofing contractor,McKinney,https://eliteroofpro.com/contact-elite/,mckinney-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.594149+00:00,roofing,eliteroofpro.com,"Rebuilt from first successful public-web discovery pass for McKinney, Texas; refreshed directly from official site where reachable.",enriched,info@eliteroofpro.com,(713) 804-7663,0,public_business_site,https://eliteroofpro.com/,TX,https://eliteroofpro.com/,pass,,100,true,true,valid_business_site
